Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:19:00	PI_12	0	2	0	642933	1000	
2016-Jan-05 11:19:02	PI_12	1	2	0	642933	0	
2016-Jan-05 11:19:04	PI_12	2	2	0	642933	0	
2016-Jan-05 11:19:06	PI_12	3	2	0	642933	0	
2016-Jan-05 11:19:08	PI_12	4	2	0	642933	0	
2016-Jan-05 11:19:10	PI_12	5	2	0	642933	0	
2016-Jan-05 11:19:12	PI_12	6	2	0	642933	0	
2016-Jan-05 11:19:14	PI_12	7	2	0	642933	0	
2016-Jan-05 11:19:16	PI_12	8	2	0	642933	0	
2016-Jan-05 11:19:18	PI_12	9	2	0	642933	0	
2016-Jan-05 11:19:20	PI_12	10	2	0	642933	0	
2016-Jan-05 11:19:22	PI_12	11	2	0	642933	0	
2016-Jan-05 11:19:24	PI_12	12	2	0	642933	0	
2016-Jan-05 11:19:26	PI_12	13	2	0	642933	0	
2016-Jan-05 11:19:28	PI_12	14	2	0	642933	0	
2016-Jan-05 11:19:30	PI_12	15	2	0	642933	0	
2016-Jan-05 11:19:32	PI_12	16	2	2	1405754	0	0,1
2016-Jan-05 11:19:34	PI_12	17	2	0	642933	0	
2016-Jan-05 11:19:36	PI_12	18	2	0	642933	0	
2016-Jan-05 11:19:38	PI_12	19	2	2	1405754	0	0,1
2016-Jan-05 11:19:40	PI_12	20	2	0	642933	0	
2016-Jan-05 11:19:42	PI_12	21	2	2	1405754	0	0,1
2016-Jan-05 11:19:44	PI_12	22	2	0	642933	0	
2016-Jan-05 11:19:46	PI_12	23	2	2	1405754	0	0,1
2016-Jan-05 11:19:48	PI_12	24	2	0	642933	0	
2016-Jan-05 11:19:50	PI_12	25	2	0	642933	0	
2016-Jan-05 11:19:52	PI_12	26	2	2	1405754	0	0,1
2016-Jan-05 11:19:54	PI_12	27	2	0	642933	0	
2016-Jan-05 11:19:56	PI_12	28	2	0	642933	0	
2016-Jan-05 11:19:58	PI_12	29	2	2	1405754	0	0,1
2016-Jan-05 11:20:00	PI_12	30	2	2	1405754	0	0,1
2016-Jan-05 11:20:02	PI_12	31	2	0	642933	0	
2016-Jan-05 11:20:04	PI_12	32	2	2	1405754	0	0,1
2016-Jan-05 11:20:06	PI_12	33	2	0	642933	0	
2016-Jan-05 11:20:08	PI_12	34	2	2	1405754	0	0,1
2016-Jan-05 11:20:10	PI_12	35	2	0	642933	0	
2016-Jan-05 11:20:12	PI_12	36	2	2	1405754	0	0,1
2016-Jan-05 11:20:14	PI_12	37	2	0	642933	0	
2016-Jan-05 11:20:16	PI_12	38	2	2	1405754	0	0,1
2016-Jan-05 11:20:18	PI_12	39	2	0	642933	0	
