Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:35:08	PI_3	483	2	1	997955	0	0
2016-Jan-05 11:35:10	PI_3	484	2	1	997955	0	0
2016-Jan-05 11:35:12	PI_3	485	2	1	997955	0	0
2016-Jan-05 11:35:14	PI_3	486	2	1	997955	0	0
2016-Jan-05 11:35:16	PI_3	487	2	2	1405754	0	0,1
2016-Jan-05 11:35:18	PI_3	488	2	0	642933	0	
2016-Jan-05 11:35:20	PI_3	489	2	0	642933	0	
2016-Jan-05 11:35:22	PI_3	490	2	2	1405754	0	0,1
2016-Jan-05 11:35:24	PI_3	491	2	0	642933	0	
2016-Jan-05 11:35:26	PI_3	492	2	2	1405754	0	0,1
2016-Jan-05 11:35:28	PI_3	493	2	2	1405754	0	0,1
2016-Jan-05 11:35:30	PI_3	494	2	0	642933	0	
2016-Jan-05 11:35:32	PI_3	495	2	2	1405754	0	0,1
2016-Jan-05 11:35:34	PI_3	496	2	0	642933	0	
2016-Jan-05 11:35:36	PI_3	497	2	2	1405754	0	0,1
2016-Jan-05 11:35:38	PI_3	498	2	1	997955	0	0
2016-Jan-05 11:35:40	PI_3	499	2	2	1405754	0	0,1
2016-Jan-05 11:35:42	PI_3	500	2	0	642933	0	
2016-Jan-05 11:35:44	PI_3	501	2	2	1405754	0	0,1
2016-Jan-05 11:35:46	PI_3	502	2	0	642933	0	
2016-Jan-05 11:35:48	PI_3	503	2	2	1405754	0	0,1
2016-Jan-05 11:35:50	PI_3	504	2	0	642933	0	
2016-Jan-05 11:35:52	PI_3	505	2	2	1405754	0	0,1
2016-Jan-05 11:35:54	PI_3	506	2	0	642933	0	
2016-Jan-05 11:35:56	PI_3	507	2	0	642933	0	
2016-Jan-05 11:35:58	PI_3	508	2	0	642933	0	
2016-Jan-05 11:36:00	PI_3	509	2	0	642933	0	
2016-Jan-05 11:36:02	PI_3	510	2	0	642933	0	
2016-Jan-05 11:36:04	PI_3	511	2	2	1405754	0	0,1
2016-Jan-05 11:36:06	PI_3	512	2	0	642933	0	
2016-Jan-05 11:36:08	PI_3	513	2	0	642933	0	
2016-Jan-05 11:36:10	PI_3	514	2	2	1405754	0	0,1
2016-Jan-05 11:36:12	PI_3	515	2	0	642933	0	
2016-Jan-05 11:36:14	PI_3	516	2	0	642933	0	
2016-Jan-05 11:36:16	PI_3	517	2	2	1405754	0	0,1
2016-Jan-05 11:36:18	PI_3	518	2	0	642933	0	
2016-Jan-05 11:36:20	PI_3	519	2	0	642933	0	
2016-Jan-05 11:36:22	PI_3	520	2	0	642933	0	
2016-Jan-05 11:36:24	PI_3	521	2	0	642933	0	
2016-Jan-05 11:36:26	PI_3	522	2	0	642933	0	
2016-Jan-05 11:36:28	PI_3	523	2	2	1405754	0	0,1
2016-Jan-05 11:36:30	PI_3	524	2	0	642933	0	
2016-Jan-05 11:36:32	PI_3	525	2	2	1405754	0	0,1
2016-Jan-05 11:36:34	PI_3	526	2	0	642933	0	
